frame,x0,y0,dx0,dy0,x1,y1,dx1,dy1,x2,y2,dx2,dy2,x3,y3,dx3,dy3,x4,y4,dx4,dy4,x5,y5,dx5,dy5,x6,y6,dx6,dy6,x7,y7,dx7,dy7,x8,y8,dx8,dy8,x9,y9,dx9,dy9,x10,y10,dx10,dy10,x11,y11,dx11,dy11,x12,y12,dx12,dy12,x13,y13,dx13,dy13,x14,y14,dx14,dy14,x15,y15,dx15,dy15,x16,y16,dx16,dy16
0,1.9525007009506226,-5.299745082855225,0.0,0.0,1.9012408256530762,-5.685952186584473,0.0,0.0,1.3324975967407227,-5.438518524169922,0.0,0.0,1.5504403114318848,-5.636474132537842,0.0,0.0,0.39920249581336975,-4.848216533660889,0.0,0.0,0.8016156554222107,-4.200401306152344,0.0,0.0,1.379991054534912,-3.3846306800842285,0.0,0.0,1.3835047483444214,-3.2143373489379883,0.0,0.0,2.672151565551758,-2.0550689697265625,0.0,0.0,2.558110475540161,-2.9876835346221924,0.0,0.0,4.020604610443115,-2.383051872253418,0.0,0.0,-0.19839279353618622,-0.14094316959381104,0.0,0.0,0.19839279353618622,0.1409437656402588,0.0,0.0,-0.051776427775621414,1.3000130653381348,0.0,0.0,0.728243887424469,1.799931526184082,0.0,0.0,-2.309828996658325,2.084290027618408,0.0,0.0,-2.072758197784424,3.012561082839966,0.0,0.0
1,2.1953883171081543,-5.221333026885986,0.24288761615753174,0.07841205596923828,2.08162784576416,-5.561523914337158,0.18038702011108398,0.12442827224731445,1.6297441720962524,-5.329512119293213,0.2972465753555298,0.10900640487670898,1.555996060371399,-5.478617191314697,0.00555574893951416,0.15785694122314453,0.6013460159301758,-4.728919506072998,0.20214352011680603,0.11929702758789062,0.8468745350837708,-4.0297770500183105,0.04525887966156006,0.1706242561340332,1.389530062675476,-3.189821481704712,0.009539008140563965,0.1948091983795166,1.516968846321106,-3.0208358764648438,0.13346409797668457,0.19350147247314453,2.792177677154541,-1.7447595596313477,0.1200261116027832,0.31030941009521484,2.671799421310425,-2.8113913536071777,0.11368894577026367,0.17629218101501465,3.979656457901001,-2.137317419052124,-0.04094815254211426,0.24573445320129395,-0.18416684865951538,-0.1239716187119484,0.014225944876670837,0.01697155088186264,0.18416684865951538,0.12397222220897675,-0.014225944876670837,-0.016971543431282043,-0.7954912781715393,1.7310848236083984,-0.7437148690223694,0.43107175827026367,-0.06638268381357193,2.2078826427459717,-0.7946265935897827,0.40795111656188965,-2.937117338180542,2.5162346363067627,-0.6272883415222168,0.4319446086883545,-2.6480753421783447,3.344479560852051,-0.5753171443939209,0.33191847801208496
2,2.8569183349609375,-5.4298415184021,0.6615300178527832,-0.20850849151611328,2.7628731727600098,-5.776120662689209,0.6812453269958496,-0.21459674835205078,2.3719775676727295,-5.603432655334473,0.742233395576477,-0.27392053604125977,2.2015292644500732,-5.752482891082764,0.6455332040786743,-0.2738656997680664,1.3963229656219482,-5.179347515106201,0.7949769496917725,-0.4504280090332031,1.2919048070907593,-4.287759304046631,0.4450302720069885,-0.2579822540283203,1.9629199504852295,-3.5463156700134277,0.5733898878097534,-0.3564941883087158,2.2203147411346436,-3.1803040504455566,0.7033458948135376,-0.1594681739807129,3.1177093982696533,-1.8681279420852661,0.3255317211151123,-0.12336838245391846,3.5880062580108643,-3.1886579990386963,0.9162068367004395,-0.37726664543151855,4.25146484375,-2.681690216064453,0.271808385848999,-0.5443727970123291,-0.23444117605686188,-0.11550528556108475,-0.0502743273973465,0.008466333150863647,0.23444117605686188,0.1155046671628952,0.0502743273973465,-0.008467555046081543,-0.04740310460329056,1.4261192083358765,0.7480881810188293,-0.304965615272522,1.0155352354049683,1.8762049674987793,1.0819178819656372,-0.3316776752471924,-2.686666250228882,2.1410531997680664,0.25045108795166016,-0.3751814365386963,-2.207728624343872,2.793997049331665,0.44034671783447266,-0.5504825115203857
3,3.392784357070923,-5.499147415161133,0.5358660221099854,-0.0693058967590332,3.334847927093506,-5.785454273223877,0.5719747543334961,-0.009333610534667969,2.9779422283172607,-5.704272747039795,0.6059646606445312,-0.10084009170532227,2.521969795227051,-5.737247467041016,0.32044053077697754,0.015235424041748047,1.889726996421814,-5.369213104248047,0.4934040307998657,-0.1898655891418457,1.3822057247161865,-4.11530065536499,0.09030091762542725,0.17245864868164062,2.2533979415893555,-3.624358654022217,0.290477991104126,-0.07804298400878906,2.277061939239502,-2.6411657333374023,0.0567471981048584,0.5391383171081543,3.1971423625946045,-1.705182671546936,0.07943296432495117,0.16294527053833008,4.045596122741699,-2.3727498054504395,0.45758986473083496,0.8159081935882568,4.4008049964904785,-2.2884268760681152,0.14934015274047852,0.3932633399963379,-0.3169436752796173,-0.061392612755298615,-0.08250249922275543,0.05411267280578613,0.3169436752796173,0.061391960829496384,0.08250249922275543,-0.05411270633339882,-1.050938367843628,1.8563048839569092,-1.003535270690918,0.4301856756210327,0.6603018641471863,2.131328821182251,-0.355233371257782,0.2551238536834717,-3.976921319961548,2.049022912979126,-1.290255069732666,-0.09203028678894043,-2.679783821105957,2.4155147075653076,-0.47205519676208496,-0.3784823417663574
4,2.2781708240509033,-4.073431015014648,-1.1146135330200195,1.4257164001464844,2.288459062576294,-4.342376232147217,-1.046388864517212,1.4430780410766602,2.035149335861206,-4.327807903289795,-0.9427928924560547,1.37646484375,1.6620486974716187,-4.407052040100098,-0.8599210977554321,1.330195426940918,1.2569328546524048,-4.253758430480957,-0.6327941417694092,1.1154546737670898,0.40291494131088257,-3.2546937465667725,-0.979290783405304,0.8606069087982178,1.3932255506515503,-3.115823745727539,-0.8601723909378052,0.5085349082946777,0.8362172245979309,-1.626936912536621,-1.4408447742462158,1.0142288208007812,1.5615524053573608,-1.3768339157104492,-1.6355899572372437,0.3283487558364868,2.2236928939819336,-2.305170774459839,-1.8219032287597656,0.06757903099060059,2.4581873416900635,-2.0113961696624756,-1.942617654800415,0.27703070640563965,-0.40231120586395264,-0.06009555608034134,-0.08536753058433533,0.0012970566749572754,0.40231069922447205,0.06009605899453163,0.08536702394485474,-0.0012959018349647522,0.4130750596523285,-0.365593820810318,1.4640134572982788,-2.2218987941741943,2.264700412750244,-0.31461426615715027,1.604398488998413,-2.4459431171417236,-0.3224257528781891,0.20476877689361572,3.6544954776763916,-1.8442541360855103,1.2983545064926147,0.3974837362766266,3.9781384468078613,-2.018030881881714
5,8.884856224060059,-9.008987426757812,6.606685638427734,-4.935556411743164,8.718962669372559,-9.456259727478027,6.430503845214844,-5.1138834953308105,8.465530395507812,-9.468274116516113,6.430380821228027,-5.140466213226318,6.806058883666992,-9.446501731872559,5.144010066986084,-5.039449691772461,6.658658504486084,-9.065752029418945,5.401725769042969,-4.811993598937988,4.774529933929443,-6.937726974487305,4.371614933013916,-3.6830332279205322,5.516185760498047,-6.266946792602539,4.122960090637207,-3.151123046875,5.314761638641357,-4.2786149978637695,4.478544235229492,-2.6516780853271484,5.6650519371032715,-2.8753604888916016,4.103499412536621,-1.4985265731811523,7.789320468902588,-5.2067766189575195,5.565627574920654,-2.9016058444976807,7.136667251586914,-5.320120334625244,4.67848014831543,-3.3087241649627686,-0.18838080763816833,-0.03553261607885361,0.2139303982257843,0.024562940001487732,0.18837963044643402,0.03553144261240959,-0.21393106877803802,-0.02456461638212204,-1.0766633749008179,1.1369616985321045,-1.4897384643554688,1.5025554895401,-0.3666397035121918,1.6054631471633911,-2.6313400268554688,1.9200774431228638,-5.790627956390381,2.6920552253723145,-5.468202114105225,2.4872865676879883,-5.851512908935547,3.3012030124664307,-7.149867534637451,2.903719186782837
6,11.793474197387695,-9.216164588928223,2.9086179733276367,-0.20717716217041016,11.668169975280762,-9.789909362792969,2.949207305908203,-0.3336496353149414,11.45131778717041,-9.907541275024414,2.9857873916625977,-0.4392671585083008,9.54476547241211,-10.316263198852539,2.738706588745117,-0.8697614669799805,9.4701566696167,-10.083839416503906,2.8114981651306152,-1.018087387084961,6.808979034423828,-7.687044143676758,2.0344491004943848,-0.7493171691894531,7.4966936111450195,-6.961062908172607,1.9805078506469727,-0.6941161155700684,6.818667411804199,-4.695921897888184,1.5039057731628418,-0.41730690002441406,6.602072715759277,-2.8721160888671875,0.9370207786560059,0.0032444000244140625,10.335345268249512,-4.498574256896973,2.546024799346924,0.7082023620605469,8.945548057556152,-4.886940002441406,1.8088808059692383,0.4331803321838379,-0.14225280284881592,-0.019578538835048676,0.04612800478935242,0.01595407724380493,0.14225280284881592,0.019578538835048676,-0.0461268275976181,-0.015952903777360916,-1.2881312370300293,3.1554508209228516,-0.21146786212921143,2.018489122390747,-0.45805659890174866,3.756589412689209,-0.09141689538955688,2.1511263847351074,-8.102889060974121,4.184287071228027,-2.3122611045837402,1.492231845855713,-8.015628814697266,4.787729740142822,-2.1641159057617188,1.4865267276763916
7,2.2563700675964355,-1.6493418216705322,-9.537103652954102,7.5668230056762695,2.468517780303955,-1.7871125936508179,-9.199651718139648,8.00279712677002,2.130709648132324,-1.891108512878418,-9.320608139038086,8.016432762145996,2.7807509899139404,-1.9080091714859009,-6.76401424407959,8.40825366973877,1.9367291927337646,-2.0726046562194824,-7.5334272384643555,8.011234283447266,2.581709384918213,-1.3355021476745605,-4.227269649505615,6.351541996002197,1.6206432580947876,-1.6118208169937134,-5.8760504722595215,5.349242210388184,2.3081085681915283,-0.17605294287204742,-4.51055908203125,4.519868850708008,1.4695377349853516,-0.4857447147369385,-5.132534980773926,2.386371374130249,1.4324754476547241,-0.22550052404403687,-8.902870178222656,4.273073673248291,1.826230525970459,-0.49354034662246704,-7.119317531585693,4.393399715423584,0.33494728803634644,0.1542198359966278,0.47720009088516235,0.17379838228225708,-0.33494728803634644,-0.15422017872333527,-0.47720009088516235,-0.17379871010780334,-0.5257520079612732,1.1129602193832397,0.7623792290687561,-2.0424904823303223,-0.9210171103477478,0.8069440126419067,-0.46296051144599915,-2.949645519256592,-1.6733595132827759,1.5854201316833496,6.429529666900635,-2.5988669395446777,-1.7771005630493164,1.3334988355636597,6.238528251647949,-3.454230785369873
8,3.7020046710968018,-2.1481568813323975,1.4456346035003662,-0.49881505966186523,4.004319667816162,-2.3628506660461426,1.535801887512207,-0.5757380723953247,3.6345224380493164,-2.5786986351013184,1.5038127899169922,-0.6875901222229004,4.365414619445801,-2.79477596282959,1.5846636295318604,-0.886766791343689,3.437593698501587,-3.2147154808044434,1.5008645057678223,-1.142110824584961,3.6187050342559814,-2.1680898666381836,1.0369956493377686,-0.832587718963623,2.7114570140838623,-2.5886857509613037,1.0908137559890747,-0.9768649339675903,3.2462897300720215,-0.7955713868141174,0.9381811618804932,-0.6195184588432312,2.2097251415252686,-0.9050353169441223,0.740187406539917,-0.41929060220718384,3.629110813140869,-0.3875146806240082,2.1966352462768555,-0.1620141565799713,2.9099111557006836,-0.5621992349624634,1.0836806297302246,-0.06865888833999634,0.3353166878223419,0.17168396711349487,0.0003693997859954834,0.017464131116867065,-0.3353166878223419,-0.17168451845645905,-0.0003693997859954834,-0.01746433973312378,-0.08666026592254639,2.046628713607788,0.4390917420387268,0.9336684942245483,-0.2470814734697342,1.751227617263794,0.6739356517791748,0.9442836046218872,-2.5706868171691895,2.3959767818450928,-0.8973273038864136,0.8105566501617432,-2.4389021396636963,2.010280132293701,-0.6618015766143799,0.6767812967300415
9,7.716488361358643,-2.204249620437622,4.014483451843262,-0.05609273910522461,7.608493804931641,-2.6848058700561523,3.6041741371154785,-0.32195520401000977,7.626175403594971,-2.737668037414551,3.9916529655456543,-0.15896940231323242,6.7826738357543945,-4.104514122009277,2.4172592163085938,-1.3097381591796875,6.980005264282227,-3.8527486324310303,3.5424115657806396,-0.6380331516265869,5.086309432983398,-3.478323459625244,1.467604398727417,-1.3102335929870605,5.756963729858398,-2.736553430557251,3.045506715774536,-0.14786767959594727,3.559026002883911,-1.3875266313552856,0.31273627281188965,-0.5919552445411682,4.479333877563477,0.2573440670967102,2.269608736038208,1.1623793840408325,5.135538101196289,0.45383062958717346,1.50642728805542,0.8413453102111816,5.729734897613525,0.7080365419387817,2.819823741912842,1.2702357769012451,-0.18270093202590942,-0.0894048884510994,-0.5180176496505737,-0.26108884811401367,0.18270093202590942,0.08940386772155762,0.5180176496505737,0.26108837127685547,0.7333967685699463,4.011087894439697,0.8200570344924927,1.9644591808319092,1.7681477069854736,4.76187801361084,2.0152292251586914,3.010650396347046,-4.382465362548828,4.6605329513549805,-1.8117785453796387,2.2645561695098877,-3.3502607345581055,5.565133571624756,-0.9113585948944092,3.5548534393310547
